"s","d","studage","lectage","service","dept","y"
972,369,4,2,1,6,5
972,622,4,2,0,11,2
972,638,4,2,1,3,1
972,664,4,4,0,11,5
972,672,4,6,1,1,5
972,704,4,3,0,11,3
972,790,4,3,0,11,5
972,815,4,1,0,11,5
972,856,4,6,1,9,1
972,1002,4,3,1,2,3
972,1049,4,2,1,2,5
972,1067,4,6,1,2,2
972,1115,4,6,0,11,2
972,1203,4,4,1,3,1
972,1275,4,6,0,11,3
972,1482,4,2,1,3,1
972,1589,4,2,1,2,4
972,1666,4,4,1,14,4
972,1709,4,2,0,11,3
972,1722,4,5,0,11,4
972,1770,4,2,1,6,1
972,1784,4,3,1,9,1
972,1797,4,4,1,14,4
972,1879,4,1,1,6,2
972,2052,4,1,1,14,4
972,2098,4,4,1,9,1
973,583,2,2,1,11,1
973,624,2,1,0,9,4
973,790,2,1,1,11,3
973,849,2,1,1,2,4
973,1119,2,2,0,9,2
973,1207,2,1,0,9,5
973,1312,2,1,0,9,3
973,1354,2,2,0,9,4
973,1722,2,2,1,11,5
973,1817,2,2,1,11,3
973,1893,2,2,0,9,3
974,41,6,6,1,15,1
974,98,6,2,1,14,1
974,139,6,4,1,12,1
974,158,6,2,0,6,3
974,204,6,3,1,12,2
974,252,6,5,0,6,3
974,260,6,3,1,12,3
974,297,6,5,1,9,1
974,304,6,2,0,6,2
974,343,6,1,0,6,3
974,361,6,4,1,12,4
974,363,6,6,0,6,2
974,376,6,1,0,6,3
974,397,6,2,0,6,1
974,405,6,3,0,6,1
974,436,6,5,1,12,3
974,437,6,1,0,6,3
974,446,6,5,0,6,4
974,528,6,1,0,6,5
974,562,6,3,0,6,2
974,563,6,5,1,15,1
974,574,6,2,0,6,4
974,593,6,3,1,12,3
974,601,6,5,0,6,3
974,610,6,1,0,6,2
974,687,6,4,1,12,3
974,787,6,4,1,12,2
974,827,6,3,1,12,3
974,838,6,6,1,12,3
974,913,6,1,0,6,2
974,945,6,6,1,4,2
974,1030,6,4,0,6,4
974,1031,6,2,0,6,5
974,1086,6,6,0,6,1
974,1105,6,1,0,6,4
974,1125,6,2,0,6,2
974,1167,6,1,0,6,3
974,1178,6,1,0,6,2
974,1191,6,3,1,12,2
974,1214,6,1,0,6,1
974,1281,6,2,0,6,1
974,1314,6,3,1,12,2
974,1329,6,2,0,6,1
974,1339,6,1,0,6,2
974,1366,6,1,0,6,3
974,1400,6,1,0,6,2
974,1468,6,4,1,11,1
974,1471,6,3,0,6,1
974,1513,6,5,1,12,4
974,1575,6,3,1,12,1
974,1578,6,6,1,12,2
974,1609,6,1,0,6,1
974,1629,6,4,0,6,3
974,1662,6,1,0,6,3
974,1705,6,5,1,11,1
974,1729,6,5,1,12,2
974,1758,6,1,0,6,1
974,1776,6,3,1,12,2
974,1780,6,5,1,11,1
974,1816,6,3,1,12,3
974,1841,6,4,1,12,2
974,1898,6,2,1,15,2
974,1959,6,3,0,6,1
974,1965,6,1,0,6,2
974,2025,6,2,0,6,3
974,2045,6,1,0,6,2
974,2053,6,4,0,6,1
974,2070,6,3,1,2,3
974,2083,6,4,0,6,2
975,63,4,4,0,10,3
975,67,4,2,1,4,4
975,140,4,2,0,10,5
975,150,4,1,1,8,1
975,273,4,3,0,10,3
975,329,4,3,0,10,1
975,377,4,4,0,10,3
975,429,4,1,0,10,5
975,494,4,3,1,9,3
975,554,4,1,1,6,3
975,696,4,4,1,9,2
975,714,4,4,1,7,5
975,732,4,1,1,8,4
975,781,4,2,1,4,4
975,806,4,2,1,4,3
975,862,4,4,0,10,2
975,916,4,1,1,4,3
975,1056,4,2,1,8,4
975,1203,4,3,1,3,5
975,1749,4,1,0,10,2
975,1780,4,4,1,11,2
975,1782,4,4,1,4,4
975,1877,4,1,1,7,5
975,2034,4,1,1,6,2
975,2079,4,3,1,11,3
975,2084,4,1,0,10,5
975,2121,4,2,1,2,4
976,92,2,2,0,6,3
976,260,2,1,1,12,3
976,281,2,2,0,6,4
976,367,2,1,0,6,4
976,827,2,1,1,12,5
976,1059,2,2,0,6,5
976,1336,2,1,0,6,4
976,1369,2,2,0,6,3
976,1468,2,1,1,11,3
976,1510,2,1,0,6,2
976,1676,2,1,0,6,4
976,1780,2,1,1,11,1
976,2034,2,1,0,6,3
976,2083,2,2,0,6,2
977,25,8,6,0,5,3
977,115,8,4,0,5,3
977,117,8,2,0,5,4
977,125,8,1,0,5,4
977,150,8,1,1,8,4
977,224,8,1,0,5,4
977,236,8,4,0,5,3
977,353,8,1,0,5,2
977,378,8,1,0,5,4
977,453,8,1,0,5,2
977,536,8,1,0,5,4
977,756,8,2,0,5,5
977,763,8,4,0,5,1
977,842,8,6,0,5,2
977,899,8,6,0,5,1
977,1023,8,4,0,5,1
977,1056,8,2,1,8,1
977,1157,8,1,0,5,2
977,1317,8,6,0,5,2
977,1397,8,1,0,5,4
977,1439,8,2,0,5,4
977,1914,8,2,0,5,5
977,1938,8,4,1,8,3
977,2113,8,2,0,5,1
977,2114,8,2,0,5,4
978,65,2,1,0,2,5
978,66,2,1,1,11,5
978,96,2,1,1,11,5
978,1084,2,2,1,9,5
978,1155,2,1,1,11,3
978,2013,2,2,1,11,4
979,56,2,1,0,12,2
979,179,2,1,0,12,2
979,252,2,1,1,6,5
979,260,2,2,0,12,2
979,363,2,2,1,6,5
979,417,2,2,0,12,2
979,436,2,1,0,12,3
979,446,2,1,1,6,5
979,602,2,1,0,12,3
979,659,2,2,0,12,1
979,827,2,2,0,12,3
979,932,2,2,0,12,2
979,1086,2,2,1,6,3
979,1140,2,1,0,12,4
979,1258,2,1,0,12,5
979,1301,2,2,0,12,1
979,1537,2,1,0,12,4
979,1578,2,2,0,12,2
979,1705,2,1,1,11,1
979,1780,2,1,1,11,2
979,1816,2,2,0,12,3
980,17,4,3,0,2,5
980,42,4,3,1,11,1
980,96,4,3,1,11,1
980,314,4,2,1,11,1
980,319,4,1,1,8,3
980,485,4,1,1,3,4
980,944,4,4,1,11,2
980,1002,4,1,0,2,5
980,1067,4,1,0,2,4
980,1084,4,4,1,9,4
980,1123,4,2,1,8,4
980,1126,4,1,1,8,5
980,1161,4,3,1,11,5
980,1275,4,4,1,11,4
980,1361,4,2,0,2,5
980,1504,4,1,1,11,5
980,1694,4,1,0,2,3
981,15,2,1,0,7,3
981,126,2,1,0,7,2
981,260,2,2,1,12,5
981,296,2,1,1,11,4
981,297,2,2,1,9,4
981,554,2,1,1,6,3
981,603,2,2,1,8,2
981,827,2,2,1,12,3
981,911,2,2,0,7,1
981,973,2,2,1,4,2
981,1284,2,2,1,4,4
981,1594,2,1,1,4,2
981,1701,2,1,1,2,5
981,1736,2,2,1,12,1
981,1850,2,2,0,7,3
981,2034,2,1,1,6,5
982,583,2,2,1,11,2
982,624,2,1,0,9,1
982,790,2,1,1,11,5
982,802,2,4,0,9,4
982,1207,2,1,0,9,1
982,1312,2,1,0,9,4
982,1354,2,2,0,9,2
982,1492,2,2,1,11,1
982,1504,2,3,1,11,2
982,1817,2,2,1,11,1
982,1893,2,2,0,9,3
982,2160,2,3,1,2,3
983,61,8,3,0,14,5
983,70,8,6,1,11,4
983,82,8,6,1,9,5
983,135,8,6,0,14,1
983,171,8,4,0,14,4
983,182,8,4,0,14,5
983,283,8,3,0,14,3
983,438,8,4,1,1,1
983,507,8,6,1,11,2
983,622,8,6,1,11,1
983,664,8,6,1,11,5
983,841,8,4,1,1,2
983,989,8,3,0,14,3
983,1002,8,6,1,2,3
983,1068,8,3,1,4,3
983,1115,8,6,1,11,5
983,1123,8,4,1,8,3
983,1126,8,3,1,8,1
983,1203,8,6,1,3,3
983,1250,8,5,0,14,2
983,1264,8,5,1,11,4
983,1276,8,5,0,14,1
983,1356,8,5,0,14,5
983,1645,8,4,0,14,3
983,1666,8,6,0,14,4
983,1672,8,5,0,14,2
983,1784,8,6,1,9,5
983,1797,8,6,0,14,3
983,1808,8,3,1,4,1
983,1899,8,3,0,14,1
983,2052,8,3,0,14,2
983,2103,8,5,1,11,3
984,849,2,1,1,2,3
984,1207,2,1,0,9,3
984,1312,2,1,0,9,1
984,1354,2,2,0,9,4
984,1504,2,4,1,11,4
984,1893,2,2,0,9,5
985,25,2,1,0,5,5
985,45,2,1,0,5,4
985,236,2,1,0,5,3
985,561,2,1,1,1,1
985,599,2,1,0,5,2
985,670,2,1,0,5,4
985,842,2,1,0,5,3
985,899,2,1,0,5,1
985,1041,2,1,0,5,3
985,1321,2,2,0,5,4
985,1425,2,1,1,11,2
985,1461,2,1,0,5,3
985,2057,2,2,0,5,5
985,2113,2,1,0,5,3
986,275,2,1,0,3,4
986,432,2,1,0,3,5
986,538,2,2,1,11,3
986,918,2,1,0,3,4
986,944,2,1,1,11,5
986,1018,2,2,0,3,5
986,1557,2,1,0,3,4
986,1566,2,1,1,9,2
986,1760,2,1,1,6,3
986,1842,2,2,0,3,2
986,1919,2,1,0,3,3
986,1925,2,1,1,6,4
987,240,2,4,0,3,3
987,275,2,1,0,3,4
987,432,2,3,0,3,2
987,538,2,2,1,11,1
987,918,2,1,0,3,1
987,944,2,1,1,11,5
987,1018,2,4,0,3,5
987,1158,2,3,1,9,1
987,1244,2,3,0,3,4
987,1722,2,3,1,11,4
987,1760,2,1,1,6,3
987,1919,2,1,0,3,5
987,1925,2,1,1,6,1
988,34,4,1,1,14,3
988,53,4,1,1,9,4
988,119,4,1,0,3,3
988,240,4,4,0,3,4
988,275,4,1,0,3,5
988,538,4,1,1,11,3
988,575,4,1,0,3,5
988,621,4,1,1,2,2
988,622,4,2,1,11,3
988,638,4,1,0,3,4
988,918,4,2,0,3,3
988,959,4,1,0,3,3
988,1158,4,3,1,9,2
988,1244,4,3,0,3,2
988,1482,4,1,0,3,4
988,1711,4,2,0,3,5
988,1713,4,2,1,14,2
988,1722,4,3,1,11,5
989,61,8,6,0,14,3
989,164,8,2,1,1,4
989,171,8,2,0,14,4
989,283,8,3,0,14,1
989,774,8,2,1,1,4
989,824,8,1,0,14,5
989,958,8,2,1,1,4
989,989,8,6,0,14,3
989,1002,8,6,1,2,2
989,1115,8,6,1,11,4
989,1250,8,5,0,14,1
989,1264,8,5,1,11,5
989,1276,8,5,0,14,1
989,1316,8,3,0,14,5
989,1355,8,2,1,3,5
989,1356,8,5,0,14,2
989,1587,8,2,1,1,3
989,1645,8,2,0,14,2
989,1655,8,3,0,14,4
989,1797,8,3,0,14,3
989,1900,8,2,1,8,4
989,2052,8,5,0,14,3
989,2103,8,5,1,11,4
990,92,2,6,0,6,1
990,260,2,5,1,12,3
990,281,2,3,0,6,4
990,338,2,2,1,4,2
990,347,2,2,0,6,4
990,367,2,4,0,6,3
990,369,2,2,0,6,4
990,551,2,4,0,6,1
990,562,2,2,0,6,2
990,702,2,2,0,6,5
990,782,2,5,0,6,2
990,827,2,5,1,12,4
990,835,2,3,1,8,5
990,936,2,2,0,6,4
990,1006,2,3,0,6,4
990,1059,2,1,0,6,3
990,1086,2,2,0,6,3
990,1097,2,3,0,6,3
990,1173,2,1,0,6,1
990,1219,2,4,0,6,2
990,1265,2,4,0,6,5
990,1369,2,1,0,6,3
990,1391,2,2,1,4,3
990,1419,2,1,1,4,3
990,1468,2,5,1,11,3
990,1528,2,1,0,6,4
990,1676,2,5,0,6,2
990,1687,2,2,0,6,5
990,1780,2,5,1,11,2
990,1827,2,2,0,6,4
990,1837,2,2,0,6,2
990,1879,2,3,0,6,4
990,1887,2,4,0,6,2
990,1963,2,3,0,6,2
990,2034,2,5,0,6,4
990,2043,2,4,0,6,3
990,2053,2,2,0,6,1
990,2070,2,3,1,2,2
990,2079,2,4,1,11,1
990,2083,2,1,0,6,5
991,25,4,5,1,5,5
991,45,4,5,1,5,5
991,236,4,5,1,5,1
991,273,4,1,0,10,2
991,309,4,3,0,10,5
991,329,4,3,0,10,5
991,375,4,5,1,1,4
991,377,4,2,0,10,5
991,466,4,3,0,10,3
991,494,4,1,1,9,3
991,599,4,5,1,5,3
991,696,4,2,1,9,4
991,714,4,2,1,7,1
991,734,4,5,1,11,3
991,793,4,5,1,12,5
991,801,4,6,1,5,5
991,842,4,5,1,5,3
991,862,4,2,0,10,1
991,899,4,5,1,5,1
991,1172,4,1,0,10,2
991,1244,4,3,1,3,1
991,1317,4,5,1,5,5
991,1724,4,5,1,5,3
991,1780,4,2,1,11,1
991,1919,4,1,1,3,5
991,2008,4,2,1,7,4
991,2079,4,1,1,11,1
991,2113,4,5,1,5,4
992,70,8,6,1,11,1
992,150,8,4,1,8,4
992,151,8,6,0,9,1
992,182,8,2,1,14,2
992,183,8,4,1,8,1
992,228,8,1,0,9,4
992,305,8,6,0,9,1
992,358,8,5,0,9,2
992,420,8,6,0,9,2
992,505,8,2,0,9,1
992,587,8,2,0,9,3
992,624,8,2,0,9,4
992,626,8,6,1,14,4
992,802,8,6,0,9,4
992,805,8,6,0,9,2
992,939,8,6,1,14,1
992,989,8,3,1,14,3
992,1207,8,6,0,9,3
992,1354,8,3,0,9,2
992,1420,8,1,1,8,3
992,1632,8,2,1,3,3
992,1643,8,6,1,11,2
992,1748,8,6,1,11,1
992,1763,8,5,0,9,1
992,1784,8,1,0,9,4
992,1817,8,6,1,11,3
992,1893,8,5,0,9,4
992,2116,8,3,0,9,1
992,2160,8,6,1,2,3
993,132,6,6,1,4,3
993,150,6,6,0,8,5
993,474,6,1,1,1,2
993,525,6,1,0,8,5
993,548,6,5,1,7,3
993,582,6,3,0,8,2
993,732,6,5,0,8,2
993,736,6,2,0,8,3
993,740,6,5,1,15,3
993,814,6,3,0,8,2
993,829,6,1,1,1,3
993,835,6,5,0,8,5
993,857,6,2,0,8,4
993,1056,6,6,0,8,4
993,1123,6,1,0,8,5
993,1193,6,5,0,8,3
993,1243,6,6,1,4,3
993,1398,6,1,0,8,2
993,1505,6,5,0,8,4
993,1526,6,2,0,8,4
993,1585,6,3,0,8,4
993,1653,6,3,0,8,5
993,1671,6,2,0,8,2
993,1718,6,5,0,8,5
993,1900,6,2,0,8,3
993,1949,6,5,0,8,2
993,2037,6,5,0,8,5
993,2067,6,3,0,8,3
994,53,6,1,0,9,1
994,82,6,1,0,9,4
994,182,6,3,1,14,2
994,228,6,1,0,9,2
994,298,6,2,0,9,4
994,305,6,2,0,9,3
994,420,6,4,0,9,1
994,505,6,2,0,9,3
994,587,6,2,0,9,4
994,624,6,1,0,9,5
994,626,6,4,1,14,3
994,805,6,4,0,9,1
994,849,6,5,1,2,2
994,873,6,1,0,9,5
994,939,6,4,1,14,3
994,1135,6,2,0,9,3
994,1158,6,4,0,9,2
994,1207,6,5,0,9,5
994,1302,6,2,0,9,2
994,1306,6,1,0,9,3
994,1354,6,1,0,9,4
994,1530,6,4,0,9,4
994,1626,6,1,0,9,2
994,1763,6,2,0,9,1
994,1784,6,1,0,9,3
994,2116,6,1,0,9,2
995,273,2,1,0,10,3
995,377,2,2,0,10,1
995,696,2,2,1,9,3
995,714,2,2,1,7,3
995,862,2,2,0,10,3
995,1172,2,1,0,10,3
995,1780,2,2,1,11,2
995,1919,2,1,1,3,5
995,2079,2,1,1,11,1
996,65,2,1,0,2,2
996,66,2,1,1,11,4
996,96,2,1,1,11,2
996,1084,2,2,1,9,3
996,1155,2,1,1,11,1
997,6,8,4,0,12,1
997,41,8,6,1,15,2
997,202,8,4,0,12,3
997,223,8,3,0,12,1
997,294,8,4,0,12,4
997,361,8,3,0,12,3
997,393,8,3,0,12,1
997,401,8,6,1,4,5
997,440,8,3,0,12,5
997,454,8,5,1,6,1
997,613,8,3,1,8,1
997,655,8,4,0,12,3
997,692,8,3,0,12,5
997,787,8,3,0,12,4
997,826,8,3,0,12,3
997,852,8,3,0,12,5
997,883,8,6,1,4,3
997,888,8,3,1,15,4
997,945,8,6,1,4,3
997,964,8,3,1,8,2
997,987,8,3,0,12,3
997,1038,8,3,0,12,3
997,1194,8,3,0,12,2
997,1287,8,3,0,12,4
997,1379,8,4,1,4,3
997,1513,8,6,0,12,2
997,1537,8,6,0,12,3
997,1597,8,3,0,12,5
997,1629,8,6,1,6,3
997,1701,8,5,1,2,3
997,1744,8,4,0,12,4
997,1776,8,3,0,12,5
997,1780,8,6,1,11,2
997,1889,8,3,0,12,3
997,2053,8,6,1,6,5
998,17,4,3,1,2,4
998,42,4,1,0,11,3
998,70,4,1,0,11,4
998,96,4,3,0,11,2
998,314,4,2,0,11,4
998,327,4,4,1,2,4
998,573,4,1,0,11,5
998,583,4,1,0,11,2
998,704,4,1,0,11,4
998,732,4,1,1,8,2
998,944,4,4,0,11,4
998,1072,4,2,1,9,3
998,1126,4,3,1,8,5
998,1161,4,1,0,11,4
998,1267,4,4,1,2,4
998,1275,4,4,0,11,4
998,1504,4,1,0,11,4
998,1694,4,2,1,2,2
998,1817,4,1,0,11,3
999,25,2,1,0,5,5
999,45,2,1,0,5,3
999,236,2,1,0,5,5
999,561,2,1,1,1,2
999,599,2,1,0,5,4
999,670,2,1,0,5,3
999,842,2,1,0,5,4
999,899,2,1,0,5,4
999,1041,2,1,0,5,4
999,1321,2,2,0,5,5
999,1425,2,1,1,11,4
999,1461,2,1,0,5,4
999,2057,2,2,0,5,5
999,2113,2,1,0,5,4
1000,273,2,1,0,10,1
1000,377,2,2,0,10,1
1000,419,2,1,1,8,5
1000,494,2,1,1,9,3
1000,696,2,2,1,9,2
1000,714,2,2,1,7,1
1000,835,2,1,1,8,1
1000,862,2,2,0,10,1
1000,1172,2,1,0,10,2
1000,1780,2,2,1,11,1
1000,1919,2,1,1,3,5
1000,2079,2,1,1,11,1
1001,34,8,1,0,14,5
1001,385,8,1,0,14,4
1001,487,8,2,0,14,3
1001,612,8,1,0,14,4
1001,1117,8,2,0,14,5
1002,92,4,4,0,6,2
1002,260,4,3,1,12,4
1002,281,4,1,0,6,2
1002,367,4,2,0,6,3
1002,551,4,2,0,6,2
1002,693,4,1,1,2,3
1002,702,4,1,0,6,5
1002,827,4,3,1,12,4
1002,936,4,1,0,6,5
1002,1006,4,1,0,6,4
1002,1059,4,4,0,6,3
1002,1097,4,1,0,6,2
1002,1173,4,1,0,6,4
1002,1219,4,2,0,6,3
1002,1369,4,4,0,6,5
1002,1510,4,3,0,6,5
1002,1676,4,3,0,6,5
1002,1687,4,1,0,6,3
1002,1780,4,3,1,11,1
1002,1827,4,1,0,6,5
1002,1879,4,1,0,6,3
1002,1884,4,3,1,11,1
1002,1887,4,2,0,6,3
1002,1963,4,1,0,6,5
1002,2034,4,3,0,6,4
1002,2043,4,2,0,6,5
1002,2074,4,2,0,6,2
1002,2079,4,2,1,11,2
1002,2083,4,4,0,6,3
1003,273,2,1,0,10,1
1003,377,2,2,0,10,2
1003,494,2,1,1,9,5
1003,696,2,2,1,9,3
1003,714,2,2,1,7,3
1003,862,2,2,0,10,3
1003,1172,2,1,0,10,2
1003,1780,2,2,1,11,2
1003,1919,2,1,1,3,5
1003,2079,2,1,1,11,1
1004,17,6,1,0,2,4
1004,47,6,3,0,2,5
1004,57,6,5,1,11,2
1004,65,6,3,0,2,5
1004,70,6,6,1,11,3
1004,269,6,2,0,2,3
1004,305,6,6,1,9,3
1004,483,6,4,0,2,2
1004,624,6,6,1,9,4
1004,627,6,4,1,8,2
1004,790,6,5,1,11,3
1004,802,6,6,1,9,4
1004,1002,6,2,0,2,4
1004,1056,6,1,1,8,5
1004,1207,6,6,1,9,5
1004,1722,6,5,1,11,3
1004,1802,6,1,1,7,5
1004,1817,6,6,1,11,1
1004,1840,6,3,1,11,3
1004,1843,6,1,1,4,5
1004,1845,6,4,1,11,4
1004,2097,6,2,0,2,4
1004,2160,6,6,0,2,3
1005,638,2,1,0,3,3
1005,934,2,1,0,3,3
1005,1080,2,1,0,3,2
1005,1244,2,1,0,3,2
1005,1502,2,2,1,6,5
1005,1523,2,2,1,1,1
1005,1582,2,2,1,2,4
1005,1632,2,2,0,3,5
1005,1711,2,1,0,3,5
1005,1718,2,1,1,8,5
1005,1942,2,2,1,1,3
1005,2050,2,1,0,3,2
1005,2085,2,2,0,3,1
1006,84,4,1,0,10,5
1006,110,4,1,1,3,5
1006,150,4,1,1,8,2
1006,273,4,3,0,10,2
1006,309,4,3,0,10,5
1006,329,4,3,0,10,3
1006,377,4,4,0,10,5
1006,466,4,3,0,10,3
1006,494,4,3,1,9,4
1006,627,4,1,1,8,5
1006,678,4,1,0,10,4
1006,696,4,4,1,9,1
1006,714,4,4,1,7,2
1006,732,4,1,1,8,5
1006,862,4,4,0,10,3
1006,1056,4,2,1,8,4
1006,1219,4,2,1,6,1
1006,1244,4,3,1,3,4
1006,1384,4,1,0,10,4
1006,1396,4,1,1,1,5
1006,1410,4,2,1,1,4
1006,1711,4,2,1,3,4
1006,1749,4,2,0,10,2
1006,1780,4,4,1,11,3
1006,1790,4,1,0,10,4
1006,1984,4,1,0,10,1
1006,2079,4,3,1,11,1
1006,2084,4,2,0,10,4
1006,2096,4,1,0,10,5
1006,2121,4,2,1,2,5
1007,61,6,4,0,14,3
1007,135,6,1,0,14,1
1007,664,6,5,1,11,1
1007,704,6,4,1,11,4
1007,824,6,1,0,14,1
1007,866,6,4,1,2,4
1007,989,6,4,0,14,2
1007,1087,6,1,1,1,2
1007,1091,6,2,0,14,3
1007,1115,6,4,1,11,4
1007,1127,6,3,0,14,3
1007,1221,6,1,0,14,4
1007,1356,6,3,0,14,5
1007,1383,6,2,0,14,2
1007,1645,6,2,0,14,1
1007,1784,6,5,1,9,4
1007,1797,6,6,0,14,4
1008,17,4,3,0,2,5
1008,42,4,3,1,11,2
1008,96,4,3,1,11,5
1008,314,4,2,1,11,5
1008,573,4,1,1,11,5
1008,732,4,3,1,8,5
1008,944,4,4,1,11,5
1008,1050,4,1,1,6,5
1008,1067,4,1,0,2,2
1008,1084,4,4,1,9,2
1008,1161,4,3,1,11,3
1008,1275,4,4,1,11,3
1008,1361,4,2,0,2,4
1008,1504,4,1,1,11,5
1008,1694,4,1,0,2,2
1008,1709,4,4,1,11,5
1009,27,8,6,1,6,1
1009,52,8,5,0,4,1
1009,67,8,6,0,4,5
1009,71,8,6,0,4,3
1009,79,8,6,0,4,4
1009,137,8,6,0,4,4
1009,147,8,6,0,4,2
1009,150,8,6,1,8,5
1009,217,8,5,0,4,4
1009,230,8,6,0,4,5
1009,296,8,6,1,11,5
1009,299,8,6,0,4,5
1009,307,8,6,1,2,5
1009,465,8,5,0,4,3
1009,554,8,6,1,6,4
1009,591,8,6,0,4,5
1009,603,8,6,1,8,4
1009,672,8,2,1,1,4
1009,682,8,5,0,4,4
1009,693,8,6,1,2,3
1009,702,8,5,1,6,3
1009,719,8,2,1,3,1
1009,732,8,1,1,8,5
1009,737,8,6,0,4,4
1009,798,8,2,0,4,1
1009,827,8,6,1,12,3
1009,879,8,2,0,4,5
1009,900,8,6,1,7,4
1009,919,8,6,0,4,5
1009,930,8,5,0,4,3
1009,945,8,6,0,4,3
1009,973,8,6,0,4,3
1009,1025,8,6,0,4,1
1009,1028,8,5,0,4,4
1009,1126,8,6,1,8,5
1009,1169,8,5,0,4,5
1009,1186,8,6,0,4,5
1009,1241,8,6,0,4,3
1009,1253,8,5,0,4,5
1009,1369,8,5,1,6,3
1009,1391,8,6,0,4,1
1009,1419,8,5,0,4,4
1009,1502,8,2,1,6,5
1009,1554,8,5,0,4,3
1009,1591,8,5,0,4,3
1009,1594,8,6,0,4,5
1009,1607,8,6,0,4,3
1009,1687,8,5,1,6,2
1009,1739,8,2,1,3,4
1009,1747,8,6,0,4,3
1009,1782,8,5,0,4,4
1009,1808,8,5,0,4,2
1009,1827,8,6,1,6,4
1009,1861,8,5,0,4,4
1009,1880,8,6,1,6,4
1009,1941,8,6,0,4,3
1009,1998,8,6,0,4,4
1009,2026,8,6,1,8,4
1009,2077,8,6,0,4,2
1009,2085,8,2,1,3,4
1009,2110,8,6,0,4,4
1010,61,8,3,0,14,3
1010,171,8,4,0,14,2
1010,182,8,4,0,14,3
1010,283,8,2,0,14,3
1010,314,8,6,1,11,3
1010,626,8,3,0,14,3
1010,732,8,4,1,8,2
1010,835,8,4,1,8,1
1010,989,8,6,0,14,2
1010,1126,8,4,1,8,3
1010,1156,8,6,1,11,2
1010,1161,8,1,1,11,4
1010,1250,8,6,0,14,1
1010,1263,8,4,0,14,1
1010,1356,8,6,0,14,4
1010,1383,8,4,0,14,4
1010,1645,8,3,0,14,5
1010,1655,8,3,0,14,3
1010,1809,8,6,1,2,1
1011,19,6,2,1,15,3
1011,132,6,3,0,4,1
1011,214,6,2,0,4,2
1011,246,6,1,0,4,1
1011,313,6,2,0,4,5
1011,494,6,3,1,9,3
1011,603,6,2,1,8,4
1011,627,6,2,1,8,4
1011,682,6,3,0,4,3
1011,798,6,2,0,4,4
1011,831,6,3,1,10,3
1011,877,6,2,1,10,4
1011,1083,6,1,1,15,4
1011,1099,6,2,0,4,2
1011,1154,6,3,0,4,2
1011,1238,6,3,1,2,5
1011,1241,6,2,0,4,2
1011,1421,6,1,0,4,2
1011,1438,6,1,0,4,2
1011,1501,6,1,0,4,2
1011,1554,6,3,0,4,5
1011,1750,6,3,1,2,4
1011,1755,6,3,1,11,4
1011,1803,6,2,0,4,5
1011,1808,6,3,0,4,2
1011,1822,6,1,1,15,2
1011,1843,6,1,0,4,5
1011,1933,6,1,0,4,2
1011,1984,6,1,1,10,1
1011,2026,6,2,1,8,1
1011,2110,6,2,0,4,4
1012,92,2,2,0,6,3
1012,260,2,1,1,12,4
1012,281,2,2,0,6,5
1012,367,2,1,0,6,2
1012,827,2,1,1,12,5
1012,1059,2,2,0,6,4
1012,1336,2,1,0,6,3
1012,1468,2,1,1,11,5
1012,1510,2,1,0,6,3
1012,1676,2,1,0,6,2
1012,1780,2,1,1,11,3
1012,2036,2,2,1,8,3
1012,2083,2,2,0,6,3
1013,252,2,1,0,6,4
1013,260,2,2,1,12,4
1013,297,2,1,1,9,5
1013,304,2,1,0,6,1
1013,363,2,2,0,6,5
1013,436,2,1,1,12,3
1013,437,2,1,0,6,5
1013,446,2,1,0,6,3
1013,675,2,1,1,12,2
1013,827,2,2,1,12,3
1013,945,2,2,1,4,3
1013,1086,2,2,0,6,2
1013,1159,2,2,0,6,4
1013,1281,2,1,0,6,4
1013,1400,2,1,0,6,3
1013,1453,2,1,0,6,4
1013,1513,2,1,1,12,5
1013,1578,2,2,1,12,1
1013,1705,2,1,1,11,2
1013,1780,2,1,1,11,1
1013,1816,2,2,1,12,2
1013,2086,2,2,1,12,4
1014,25,2,1,0,5,5
1014,45,2,1,0,5,3
1014,236,2,1,0,5,1
1014,561,2,1,1,1,2
1014,599,2,1,0,5,3
1014,670,2,1,0,5,5
1014,842,2,1,0,5,5
1014,899,2,1,0,5,3
1014,1041,2,1,0,5,2
1014,1321,2,2,0,5,5
1014,1425,2,1,1,11,4
1014,1461,2,1,0,5,5
1014,2057,2,2,0,5,2
1014,2113,2,1,0,5,2
1015,84,6,3,0,10,3
1015,183,6,1,1,8,4
1015,273,6,5,0,10,4
1015,317,6,2,0,10,3
1015,323,6,2,0,10,5
1015,377,6,2,0,10,2
1015,382,6,1,0,10,5
1015,411,6,1,0,10,3
1015,429,6,2,0,10,4
1015,441,6,2,0,10,2
1015,642,6,1,0,10,4
1015,678,6,2,0,10,4
1015,696,6,6,1,9,1
1015,701,6,2,0,10,5
1015,714,6,6,1,7,3
1015,845,6,2,0,10,4
1015,862,6,6,0,10,5
1015,935,6,4,1,8,5
1015,1003,6,3,0,10,2
1015,1004,6,2,0,10,5
1015,1019,6,3,1,8,2
1015,1172,6,5,0,10,3
1015,1198,6,2,0,10,3
1015,1219,6,4,1,6,4
1015,1244,6,5,1,3,4
1015,1384,6,3,0,10,1
1015,1451,6,4,0,10,3
1015,1529,6,4,0,10,2
1015,1610,6,5,1,9,5
