,userID,itemID,ratings
10184,244,164,3
10185,294,248,5
10186,114,182,3
10187,178,271,4
10188,211,286,4
10189,387,942,4
10190,278,22,5
10191,110,806,3
10192,36,885,5
10193,135,443,4
10194,385,262,4
10195,91,181,5
10196,357,291,4
10197,254,504,3
10198,123,255,1
10199,327,294,3
10200,320,716,1
10201,308,582,3
10202,264,381,4
10203,342,574,1
10204,361,286,5
10205,268,7,4
10206,77,405,3
10207,387,32,5
10208,1,183,5
10209,49,231,3
10210,380,587,4
10211,248,186,5
10212,144,454,3
10213,221,128,3
10214,22,222,4
10215,201,77,2
10216,335,245,4
10217,390,990,4
10218,136,19,4
10219,276,682,3
10220,138,150,3
10221,80,423,3
10222,308,433,5
10223,218,12,5
10224,382,546,2
10225,269,70,1
10226,326,452,3
10227,288,177,3
10228,128,48,4
10229,85,45,3
10230,233,58,3
10231,14,172,5
10232,386,121,3
10233,13,153,4
10234,379,732,5
10235,345,903,3
10236,13,343,1
10237,322,194,5
10238,243,127,4
10239,276,577,2
10240,314,399,3
10241,109,866,4
10242,248,153,3
10243,200,473,4
10244,109,91,4
10245,49,116,4
10246,23,1005,3
10247,198,241,3
10248,151,322,2
10249,301,772,3
10250,297,102,1
10251,144,480,4
10252,152,191,5
10253,186,44,5
10254,119,147,4
10255,196,580,2
10256,109,423,4
10257,270,551,4
10258,344,5,3
10259,246,161,3
10260,133,322,2
10261,327,476,2
10262,270,288,5
10263,243,1368,2
10264,8,685,4
10265,244,258,5
10266,354,900,4
10267,267,771,3
10268,43,531,4
10269,141,471,4
10270,176,13,4
10271,269,856,5
10272,99,322,3
10273,350,153,3
10274,135,603,4
10275,121,98,5
10276,297,173,4
10277,85,655,3
10278,56,761,3
10279,374,427,3
10280,214,39,4
10281,21,565,3
10282,340,526,5
10283,303,376,2
10284,277,405,3
10285,279,209,5
10286,128,65,4
10287,193,362,3
10288,325,95,2
10289,325,164,1
10290,389,1119,3
10291,30,286,5
10292,280,568,2
10293,346,134,5
10294,59,611,3
10295,64,217,2
10296,9,340,4
10297,224,893,3
10298,239,124,5
10299,363,212,1
10300,229,349,4
10301,96,483,5
10302,72,356,4
10303,276,669,1
10304,318,575,2
10305,210,238,3
10306,178,455,3
10307,222,1438,4
10308,338,408,5
10309,13,301,1
10310,232,204,4
10311,41,100,4
10312,201,578,2
10313,331,868,4
10314,321,205,5
10315,336,1047,4
10316,385,435,3
10317,145,5,3
10318,269,195,3
10319,167,136,4
10320,13,597,3
10321,42,939,4
10322,347,1283,1
10323,373,114,5
10324,303,391,1
10325,130,281,4
10326,65,328,4
10327,311,132,4
10328,6,195,4
10329,387,200,5
10330,271,402,4
10331,190,291,3
10332,15,274,4
10333,286,229,1
10334,347,472,5
10335,322,216,3
10336,275,300,4
10337,347,280,4
10338,331,64,4
10339,296,14,4
10340,130,282,5
10341,94,946,3
10342,377,748,4
10343,6,488,5
10344,11,350,4
10345,338,484,5
10346,7,481,5
10347,179,750,1
10348,314,282,5
10349,382,531,4
10350,26,597,2
10351,234,136,4
10352,290,193,4
10353,280,95,5
10354,378,141,3
10355,291,496,5
10356,181,266,1
10357,279,265,5
10358,210,50,5
10359,249,161,3
10360,293,479,4
10361,189,618,2
10362,95,712,2
10363,303,125,2
10364,43,252,4
10365,303,219,5
10366,378,386,3
10367,314,274,3
10368,151,83,5
10369,88,301,4
10370,325,185,5
10371,234,401,2
10372,293,464,3
10373,334,311,4
10374,268,244,4
10375,108,21,3
10376,374,200,5
10377,174,248,5
10378,181,682,4
10379,262,949,4
10380,8,144,5
10381,327,583,2
10382,5,100,5
10383,70,298,5
10384,181,1068,1
10385,7,385,5
10386,279,820,4
10387,350,340,4
10388,302,879,2
10389,393,1219,4
10390,374,735,5
10391,23,427,5
10392,387,447,4
10393,234,32,3
10394,286,1182,2
10395,181,929,1
10396,13,154,5
10397,87,239,4
10398,57,844,2
10399,269,436,3
10400,251,612,5
10401,119,174,4
10402,349,744,2
10403,128,568,4
10404,22,550,5
10405,23,739,2
10406,16,654,5
10407,361,709,5
10408,389,249,3
10409,189,225,4
10410,135,185,4
10411,151,411,4
10412,25,520,3
10413,389,613,5
10414,336,999,2
10415,236,546,4
10416,264,216,5
10417,7,667,5
10418,350,657,5
10419,160,484,5
10420,380,186,3
10421,374,930,2
10422,303,545,2
10423,7,210,4
10424,357,235,4
10425,38,1,5
10426,311,946,4
10427,387,559,3
10428,279,810,2
10429,257,100,5
10430,82,472,3
10431,295,162,4
10432,222,144,5
10433,60,218,4
10434,312,485,4
10435,157,137,5
10436,303,24,3
10437,327,153,4
10438,7,498,5
10439,10,99,5
10440,299,17,1
10441,271,294,2
10442,70,1065,4
10443,332,291,4
10444,322,92,4
10445,328,628,3
10446,44,148,4
10447,188,326,3
10448,347,173,2
10449,307,183,3
10450,368,396,2
10451,373,843,3
10452,312,483,5
10453,276,449,2
10454,20,742,4
10455,145,684,5
10456,310,740,4
10457,159,103,1
10458,92,568,3
10459,380,241,2
10460,311,1093,5
10461,13,601,4
10462,60,420,4
10463,11,100,4
10464,373,94,2
10465,5,143,3
10466,314,724,2
10467,389,160,4
10468,10,194,4
10469,269,98,4
10470,313,657,4
10471,167,133,5
10472,203,271,3
10473,50,9,4
10474,38,257,1
10475,373,357,4
10476,286,952,2
10477,95,660,5
10478,380,313,4
10479,257,531,5
10480,379,616,2
10481,1,248,4
10482,54,597,2
10483,267,22,4
10484,131,19,4
10485,327,203,3
10486,180,156,5
10487,60,163,4
10488,367,774,4
10489,213,97,5
10490,373,520,4
10491,152,699,5
10492,211,876,2
10493,299,462,5
10494,361,402,3
10495,200,231,4
10496,193,2,3
10497,341,948,3
10498,174,28,5
10499,378,73,3
10500,313,97,4
10501,38,145,1
10502,271,318,5
10503,280,62,3
10504,271,44,4
10505,372,183,5
10506,109,356,4
10507,392,178,5
10508,118,184,5
10509,1,208,5
10510,342,240,3
10511,320,974,3
10512,10,588,4
10513,7,669,1
10514,250,92,5
10515,178,508,3
10516,376,237,3
10517,195,67,2
10518,189,275,5
10519,268,91,3
10520,122,175,5
10521,1,128,4
10522,188,79,5
10523,276,418,4
10524,262,929,3
10525,44,237,3
10526,301,519,4
10527,181,990,1
10528,28,294,3
10529,276,340,5
10530,186,117,5
10531,13,808,2
10532,311,761,3
10533,364,1048,5
10534,297,1217,1
10535,342,95,4
10536,357,258,4
10537,178,596,3
10538,269,531,5
10539,87,7,4
10540,128,1,4
10541,366,447,5
10542,393,1034,2
10543,187,747,4
10544,7,232,3
10545,13,705,5
10546,64,151,3
10547,239,516,5
10548,7,658,3
10549,236,153,2
10550,59,974,3
10551,379,554,4
10552,360,237,4
10553,286,1140,3
10554,293,155,2
10555,102,663,3
10556,77,523,5
10557,380,172,3
10558,307,402,2
10559,194,161,4
10560,189,732,2
10561,293,642,3
10562,343,303,4
10563,6,466,4
10564,96,1,5
10565,206,889,2
10566,224,277,3
10567,295,164,5
10568,145,273,5
10569,3,299,3
10570,271,517,3
10571,328,726,4
10572,122,187,4
10573,368,551,4
10574,389,204,4
10575,292,288,3
10576,296,750,5
10577,296,484,4
10578,151,172,5
10579,230,739,5
10580,378,197,3
10581,58,654,5
10582,249,137,4
10583,374,9,1
10584,125,236,1
10585,268,762,2
10586,320,1090,3
10587,276,436,4
10588,92,214,4
10589,158,50,4
10590,62,697,4
10591,198,318,4
10592,295,450,4
10593,22,948,1
10594,334,961,4
10595,51,64,4
10596,374,1011,4
10597,352,96,4
10598,222,783,2
10599,113,319,2
10600,115,642,5
10601,75,952,5
10602,314,597,4
10603,5,370,1
10604,120,924,4
10605,7,183,4
10606,296,298,1
10607,373,278,5
10608,178,117,4
10609,51,679,3
10610,287,461,5
10611,222,280,3
10612,302,270,2
10613,297,705,2
10614,348,294,4
10615,194,744,3
10616,54,748,5
10617,343,228,5
10618,180,403,3
10619,374,948,2
10620,95,385,4
10621,300,261,3
10622,283,709,5
10623,291,156,5
10624,181,937,3
10625,339,11,4
10626,94,68,4
10627,109,392,3
10628,201,99,3
10629,324,1094,5
10630,286,1194,4
10631,42,418,5
10632,286,596,3
10633,105,307,2
10634,42,367,2
10635,59,131,4
10636,312,489,5
10637,327,710,4
10638,137,472,4
10639,323,467,5
10640,332,449,4
10641,99,331,3
10642,279,90,3
10643,279,228,4
10644,346,415,2
10645,113,508,4
10646,197,89,5
10647,199,294,1
10648,164,331,5
10649,287,301,3
10650,250,71,5
10651,94,576,2
10652,152,845,3
10653,66,597,3
10654,337,371,4
10655,99,312,2
10656,75,597,3
10657,393,471,4
10658,198,193,4
10659,370,42,3
10660,83,407,1
10661,344,684,3
10662,222,357,4
10663,60,82,3
10664,303,294,4
10665,52,531,5
10666,88,315,4
10667,193,258,3
10668,178,98,5
10669,200,208,5
10670,387,1007,5
10671,151,732,4
10672,276,450,1
10673,183,88,3
10674,387,224,5
10675,9,527,3
10676,199,111,3
10677,327,1056,2
10678,60,605,3
10679,325,614,4
10680,7,101,5
10681,363,82,3
10682,305,482,2
10683,305,188,2
10684,2,307,3
10685,263,143,5
10686,125,136,5
10687,342,58,5
10688,290,498,4
10689,303,15,3
10690,299,936,4
10691,236,183,2
10692,334,1524,4
10693,316,64,4
10694,226,9,5
10695,195,779,2
10696,249,98,5
10697,286,1411,2
10698,308,1047,3
10699,222,247,1
10700,234,12,1
10701,269,401,3
10702,135,504,4
10703,293,474,5
10704,305,511,4
10705,301,215,5
10706,299,67,2
10707,234,170,5
10708,200,373,4
10709,60,61,4
10710,224,392,4
10711,7,504,5
10712,208,428,4
10713,160,32,5
10714,102,565,2
10715,294,742,4
10716,5,176,3
10717,42,1044,4
10718,378,155,4
10719,322,521,5
10720,339,514,3
10721,56,231,3
10722,117,928,3
10723,303,232,4
10724,295,602,5
10725,321,855,3
10726,295,98,5
10727,70,588,5
10728,7,136,5
10729,363,555,1
10730,113,242,2
10731,360,735,5
10732,303,276,4
10733,102,47,2
10734,314,155,5
10735,64,161,3
10736,276,649,4
10737,389,28,4
10738,146,347,3
10739,206,1430,1
10740,333,79,3
10741,295,157,5
10742,118,655,5
10743,276,4,4
10744,160,109,2
10745,101,1057,2
10746,250,969,5
10747,292,1010,4
10748,228,313,5
10749,12,684,5
10750,195,325,2
10751,393,15,3
10752,182,423,5
10753,346,128,2
10754,56,738,3
10755,339,479,5
10756,194,451,2
10757,374,182,5
10758,263,125,4
10759,16,160,4
10760,76,197,5
10761,334,1133,4
10762,52,15,5
10763,117,1016,5
10764,59,473,3
10765,91,618,3
10766,234,435,3
10767,128,58,3
10768,279,50,3
10769,141,546,4
10770,375,356,4
10771,100,1236,3
10772,222,8,1
10773,344,195,5
10774,334,200,4
10775,314,1503,3
10776,380,518,3
10777,200,584,4
10778,311,491,4
10779,219,132,5
10780,363,2,4
10781,342,189,5
10782,210,735,4
10783,92,159,4
10784,328,291,4
10785,178,25,3
10786,104,412,3
10787,374,880,5
10788,283,659,5
10789,102,831,2
10790,59,609,2
10791,117,742,4
10792,97,432,4
10793,186,327,3
10794,334,608,4
10795,130,284,2
10796,13,100,5
10797,144,1286,4
10798,102,98,4
10799,6,193,3
10800,181,1361,1
10801,163,98,4
10802,207,832,3
10803,293,71,4
10804,116,1089,2
10805,270,716,4
10806,250,184,1
10807,167,169,1
10808,121,137,5
10809,393,1285,3
10810,13,71,4
10811,274,255,2
10812,145,302,4
10813,393,318,3
10814,303,396,4
10815,303,122,4
10816,59,45,5
10817,295,812,4
10818,164,300,5
10819,43,966,4
10820,378,508,4
10821,91,327,4
10822,135,564,1
10823,213,357,5
10824,182,121,3
10825,229,750,2
10826,253,298,3
10827,64,64,4
10828,43,210,5
10829,44,1058,4
10830,356,748,4
10831,295,1133,4
10832,162,544,4
10833,30,688,3
10834,245,411,3
10835,125,498,5
10836,303,722,2
10837,254,429,4
10838,174,1033,1
10839,99,245,3
10840,111,272,3
10841,256,2,5
10842,21,595,3
10843,332,218,5
10844,130,1208,4
10845,345,1247,2
10846,184,582,4
10847,343,333,3
10848,305,204,2
10849,113,324,2
10850,283,238,5
10851,89,762,3
10852,80,699,3
10853,294,346,3
10854,214,856,4
10855,380,427,4
10856,379,8,5
10857,286,55,4
10858,347,806,3
10859,223,321,1
10860,320,1041,3
10861,382,276,3
10862,279,1230,3
10863,235,523,5
10864,72,423,5
10865,301,470,4
10866,190,405,4
10867,262,762,2
10868,254,35,2
10869,75,1150,4
10870,3,324,2
10871,343,727,4
10872,267,433,5
10873,141,288,3
10874,151,49,3
10875,328,22,5
10876,223,25,1
10877,10,695,3
10878,83,122,1
10879,347,239,5
10880,249,39,4
10881,305,100,3
10882,293,480,5
10883,227,116,4
10884,279,290,4
10885,181,1129,1
10886,393,126,4
10887,70,398,2
10888,342,657,5
10889,250,324,2
10890,198,636,3
10891,340,181,4
10892,259,108,4
10893,292,118,3
10894,387,31,3
10895,85,318,4
10896,343,191,5
10897,235,237,4
10898,296,210,3
10899,313,650,4
10900,216,7,5
10901,139,127,5
10902,297,625,3
10903,305,174,3
10904,43,792,1
10905,312,584,5
10906,288,276,4
10907,110,77,4
10908,130,94,5
10909,48,423,4
10910,262,143,3
10911,200,196,4
10912,16,99,5
10913,75,100,5
10914,59,823,5
10915,269,444,3
10916,95,151,4
10917,380,1444,1
10918,181,1134,2
10919,19,310,4
10920,85,212,2
10921,332,728,4
10922,333,180,1
10923,1,242,5
10924,182,100,3
10925,235,174,4
10926,253,117,5
10927,285,313,5
10928,25,238,4
10929,33,292,4
10930,70,1035,3
10931,328,1015,3
10932,57,1071,3
10933,130,508,4
10934,262,778,4
10935,90,692,4
10936,293,91,2
10937,150,93,4
10938,263,205,5
10939,164,118,5
10940,128,686,4
10941,276,420,4
10942,62,475,4
10943,146,313,4
10944,201,20,2
10945,184,405,2
10946,267,642,4
10947,276,404,4
10948,222,432,3
10949,22,393,4
10950,234,945,3
10951,301,54,3
10952,7,435,5
10953,303,568,4
10954,65,239,5
10955,328,1109,3
10956,292,654,5
10957,394,67,5
10958,291,48,5
10959,393,402,3
10960,201,856,3
10961,365,894,1
10962,279,66,2
10963,280,92,3
10964,389,124,4
10965,363,228,3
10966,313,203,5
10967,96,435,3
10968,385,340,4
10969,21,687,2
10970,305,385,1
10971,308,28,3
10972,43,405,4
10973,336,742,3
10974,210,44,3
10975,64,238,4
10976,225,172,5
10977,292,173,5
10978,57,411,4
10979,221,272,5
10980,169,127,4
10981,385,474,5
10982,196,25,4
10983,311,715,2
10984,244,1107,2
10985,203,1,3
10986,307,746,4
10987,207,520,4
10988,321,514,4
10989,339,175,5
10990,85,211,5
10991,151,200,3
10992,131,286,5
10993,204,1022,5
10994,385,195,1
10995,92,930,2
10996,16,479,5
10997,378,1044,3
10998,10,447,4
10999,5,441,1
11000,151,414,5
11001,222,527,4
11002,60,88,4
11003,10,418,4
11004,360,197,5
11005,316,190,5
11006,378,123,3
11007,60,143,3
11008,394,42,4
11009,393,1206,3
11010,378,179,2
11011,94,282,3
11012,18,660,5
11013,130,833,4
11014,387,423,3
11015,92,238,5
11016,224,282,4
11017,172,582,4
11018,253,806,4
11019,178,746,3
11020,244,294,4
11021,370,116,3
11022,7,636,4
11023,177,1067,4
11024,343,163,5
11025,293,33,2
11026,308,705,5
11027,323,180,5
11028,317,328,4
11029,223,286,1
11030,279,433,4
11031,391,527,3
11032,178,454,4
11033,122,737,4
11034,296,22,4
11035,328,554,3
11036,177,878,1
11037,191,86,5
11038,280,157,3
11039,264,168,5
11040,99,69,4
11041,314,218,4
11042,352,7,3
11043,320,452,3
11044,294,355,4
11045,128,213,3
11046,381,378,4
11047,7,431,4
11048,149,896,4
11049,393,633,2
11050,125,198,3
11051,77,1028,1
11052,387,1019,4
11053,128,425,5
11054,276,727,3
11055,336,451,2
11056,323,289,2
11057,75,125,3
11058,324,754,5
11059,49,290,2
11060,258,751,5
11061,108,515,5
11062,94,921,5
11063,208,524,4
11064,210,243,2
11065,276,232,3
11066,201,443,3
11067,189,294,5
11068,332,249,3
11069,109,291,3
11070,274,478,5
11071,95,64,5
11072,392,333,4
11073,183,720,4
11074,293,619,1
11075,381,771,2
11076,385,661,4
11077,159,1025,2
11078,392,302,5
11079,130,1049,3
11080,385,99,2
11081,1,148,2
11082,372,672,5
11083,59,825,4
11084,222,239,5
11085,367,441,3
11086,42,1040,3
11087,141,151,2
11088,49,1009,3
11089,291,383,2
11090,115,763,2
11091,374,223,5
11092,173,242,5
11093,280,102,5
11094,60,511,4
11095,354,497,4
11096,320,188,4
11097,325,510,4
11098,145,7,5
11099,363,591,4
11100,5,69,1
11101,269,175,5
11102,268,182,4
11103,94,366,3
11104,116,286,3
11105,51,496,4
11106,263,95,5
11107,178,864,2
11108,363,658,3
11109,95,862,1
11110,90,367,4
11111,330,549,5
11112,7,483,4
11113,210,65,4
11114,120,405,4
11115,222,722,3
11116,130,66,5
11117,291,588,4
11118,276,672,3
11119,314,5,4
11120,43,63,3
11121,70,128,4
11122,216,4,5
11123,341,1527,4
11124,387,1097,3
11125,181,886,1
11126,385,1411,3
11127,393,539,3
11128,343,724,4
11129,385,224,2
11130,85,464,5
11131,13,363,3
11132,230,1192,4
11133,315,285,5
11134,269,7,3
11135,234,179,3
11136,149,310,2
11137,292,111,4
11138,294,748,3
11139,186,288,1
11140,326,204,3
11141,119,24,4
11142,163,234,3
11143,299,509,4
11144,117,307,5
11145,50,125,2
11146,280,448,3
11147,342,655,4
11148,94,731,3
11149,144,1016,3
11150,7,461,4
11151,308,70,4
11152,313,843,3
11153,257,116,3
11154,157,1,5
11155,1,112,1
11156,262,147,3
11157,42,736,5
11158,228,650,3
11159,277,15,4
11160,104,282,3
11161,18,237,3
11162,232,191,4
11163,144,96,5
11164,295,997,3
11165,279,652,4
11166,363,114,5
11167,165,181,5
11168,67,472,4
11169,275,95,3
11170,109,94,4
11171,60,673,4
11172,37,161,5
11173,378,159,3
11174,295,7,5
11175,181,262,2
11176,187,86,4
11177,145,39,4
11178,181,976,1
11179,127,449,4
11180,330,570,4
11181,174,845,5
11182,49,713,3
11183,279,105,4
11184,378,447,4
11185,307,81,5
11186,383,505,4
11187,70,48,4
11188,374,424,1
11189,334,1241,2
11190,380,154,3
11191,320,554,4
11192,363,366,2
11193,246,236,4
11194,263,144,4
11195,92,161,2
11196,303,1012,4
11197,275,662,3
11198,13,391,3
11199,43,432,3
11200,344,125,3
11201,219,114,5
11202,291,1188,4
11203,246,932,1
11204,21,118,1
11205,389,111,3
11206,58,283,1
11207,276,302,5
11208,190,748,3
11209,301,151,2
11210,313,831,3
11211,373,179,3
11212,328,570,3
11213,7,181,3
11214,104,248,2
11215,210,188,3
11216,130,669,4
11217,203,619,3
11218,94,390,5
11219,87,1187,2
11220,172,430,3
11221,373,228,4
11222,94,100,5
11223,222,670,3
11224,7,7,5
11225,188,485,3
11226,118,474,5
11227,105,286,4
11228,3,348,4
11229,368,436,3
11230,114,654,3
11231,235,213,4
11232,377,288,5
11233,296,504,5
11234,385,129,3
11235,3,351,3
11236,257,462,4
11237,398,514,4
11238,109,248,2
11239,119,250,2
11240,329,303,4
11241,346,31,4
11242,288,50,4
11243,56,815,4
11244,18,955,4
11245,194,175,3
11246,204,297,5
11247,11,291,4
11248,102,298,3
11249,271,58,3
11250,54,258,4
11251,187,175,2
11252,308,633,4
11253,290,118,4
11254,222,768,2
11255,293,1057,2
11256,43,17,3
11257,174,268,5
11258,293,181,3
11259,60,21,3
11260,94,82,4
11261,308,12,5
11262,30,28,4
11263,328,916,2
11264,389,429,4
11265,160,118,3
11266,307,101,3
11267,63,1011,1
11268,95,728,3
11269,293,69,3
11270,92,215,4
11271,41,423,2
11272,293,504,4
11273,379,452,3
11274,168,288,1
11275,201,847,2
11276,294,79,4
11277,186,225,4
11278,254,199,4
11279,378,148,4
11280,301,582,2
11281,312,496,5
11282,127,288,5
11283,11,216,3
11284,258,315,3
11285,311,592,5
11286,92,249,3
11287,161,215,2
11288,181,832,1
11289,18,188,3
11290,43,98,5
11291,312,967,3
11292,328,550,3
11293,280,50,3
11294,54,260,4
11295,325,305,2
11296,268,370,2
11297,389,845,4
11298,141,864,3
11299,301,66,4
11300,181,243,1
11301,387,773,4
11302,393,932,3
11303,38,211,1
11304,292,79,5
11305,234,91,5
11306,318,137,4
11307,80,208,5
11308,119,544,2
11309,308,5,4
11310,360,588,3
11311,151,79,4
11312,387,198,4
11313,271,425,2
11314,360,302,4
11315,378,546,2
11316,145,696,3
11317,357,125,5
11318,393,940,2
11319,85,89,4
11320,390,989,5
11321,109,1014,4
11322,1,193,4
11323,128,118,5
11324,145,895,3
11325,380,856,3
11326,298,69,4
11327,387,1115,3
11328,389,607,3
11329,206,750,3
11330,269,93,3
11331,15,9,4
11332,264,382,4
11333,135,183,4
11334,90,79,4
11335,342,108,4
11336,313,154,2
11337,340,205,4
11338,201,36,1
11339,303,739,5
11340,7,484,5
11341,354,1007,4
11342,85,702,2
11343,385,153,4
11344,145,713,4
11345,327,196,4
11346,246,145,1
11347,25,50,5
11348,368,219,2
11349,87,87,4
11350,7,550,4
11351,222,196,5
11352,276,1240,4
11353,195,46,3
11354,29,678,3
11355,313,156,3
11356,339,298,2
11357,393,128,3
11358,13,906,3
11359,279,120,1
11360,151,183,3
11361,286,168,4
11362,360,28,4
11363,275,496,3
11364,332,871,3
11365,312,443,4
11366,76,325,2
11367,246,547,4
11368,397,7,5
11369,147,751,2
11370,322,751,2
11371,8,568,4
11372,274,243,2
11373,339,188,4
11374,387,201,5
11375,42,183,4
11376,206,678,1
11377,276,403,4
11378,175,183,4
11379,201,187,3
11380,293,139,3
11381,23,747,3
11382,18,47,3
11383,307,153,5
11384,380,62,1
11385,194,286,1
11386,59,717,2
11387,311,193,5
11388,95,404,5
11389,288,69,5
11390,50,123,4
11391,117,588,3
11392,315,127,5
11393,259,357,5
11394,167,733,2
11395,79,7,5
11396,99,265,3
11397,174,950,3
11398,256,552,3
11399,18,428,3
11400,303,735,4
11401,66,280,4
11402,346,742,4
11403,54,827,3
11404,44,252,2
11405,184,69,3
11406,165,651,5
11407,211,357,2
11408,336,1057,4
11409,123,735,2
11410,274,208,4
11411,385,423,2
11412,13,230,3
11413,326,241,3
11414,351,984,5
11415,325,86,3
11416,250,195,2
11417,188,56,4
11418,64,879,3
11419,145,348,4
11420,126,302,4
11421,190,363,2
11422,261,359,5
11423,286,29,2
11424,284,887,4
11425,346,294,3
11426,83,63,4
11427,18,692,3
11428,303,742,4
11429,306,13,4
11430,373,747,4
11431,362,312,5
11432,360,283,4
11433,394,1210,3
11434,174,1028,4
11435,280,5,4
11436,60,523,4
11437,279,998,5
11438,323,772,3
11439,382,25,2
11440,399,813,3
11441,102,208,4
11442,286,993,2
11443,181,251,1
11444,59,597,2
11445,323,286,3
11446,390,124,4
11447,293,583,3
11448,201,1153,2
11449,92,961,4
11450,109,1039,2
11451,121,428,5
11452,295,82,4
11453,73,180,4
11454,101,121,4
11455,291,66,4
11456,293,209,3
11457,347,819,1
11458,72,203,3
11459,382,171,3
11460,180,28,3
11461,398,227,2
11462,331,705,2
11463,339,632,4
11464,398,181,4
11465,246,29,1
11466,173,1265,3
11467,303,184,5
11468,199,117,3
11469,374,931,3
11470,339,631,5
11471,244,204,4
11472,45,100,5
11473,315,603,5
11474,233,82,4
11475,264,183,5
11476,194,514,3
11477,303,237,5
11478,316,357,4
11479,91,230,4
11480,363,417,1
11481,117,109,4
11482,289,1016,5
11483,279,63,3
11484,13,665,2
11485,60,132,4
11486,276,595,2
11487,13,345,4
11488,361,183,4
11489,333,88,5
11490,197,62,2
11491,175,669,1
11492,339,1301,3
11493,336,282,3
11494,21,875,4
11495,309,938,4
11496,275,117,3
11497,243,286,4
11498,144,193,4
11499,115,32,5
11500,250,223,4
11501,186,988,4
11502,347,829,4
11503,378,549,3
11504,308,25,4
11505,265,477,3
11506,331,58,3
11507,130,742,5
11508,299,333,4
11509,54,741,5
11510,21,441,3
11511,130,39,4
11512,315,100,5
11513,243,268,4
11514,393,681,3
11515,276,1089,2
11516,336,655,3
11517,238,220,3
11518,296,923,5
11519,84,148,4
11520,18,968,3
11521,178,877,2
11522,158,286,4
11523,293,485,3
11524,387,208,3
11525,24,294,3
11526,48,511,5
11527,181,1374,1
11528,87,25,4
11529,382,474,5
11530,141,281,4
11531,178,187,4
11532,388,56,3
11533,90,14,5
11534,87,705,4
11535,172,1134,2
11536,13,261,1
11537,207,568,4
11538,270,1148,5
11539,252,275,5
11540,371,237,5
11541,318,158,5
11542,149,301,3
11543,148,509,5
11544,224,1044,3
11545,326,200,2
11546,87,64,5
11547,396,841,4
11548,389,715,3
11549,48,306,4
11550,201,636,2
11551,387,183,4
11552,325,193,4
11553,90,903,4
11554,156,124,3
11555,274,476,4
11556,326,563,3
11557,22,110,1
11558,152,67,5
11559,285,902,4
11560,18,193,5
11561,189,15,2
11562,144,181,4
11563,280,181,3
11564,14,603,4
11565,327,659,4
11566,262,447,3
11567,222,949,3
11568,198,410,1
11569,291,375,1
11570,125,63,3
11571,339,739,3
11572,249,245,2
11573,364,321,2
11574,312,659,5
11575,326,233,4
11576,262,781,3
11577,7,154,5
11578,277,121,2
11579,86,881,2
11580,13,816,1
11581,292,83,5
11582,231,846,4
11583,299,998,2
11584,360,79,4
11585,88,261,5
11586,182,471,4
11587,186,31,4
11588,343,684,3
11589,181,1388,1
11590,308,313,3
11591,231,151,1
11592,347,65,2
11593,64,9,4
11594,381,129,4
11595,276,307,4
11596,181,1284,1
11597,214,257,3
11598,311,239,3
11599,109,559,3
11600,83,452,3
11601,372,148,5
11602,369,271,5
11603,270,714,4
11604,94,685,4
11605,398,504,3
11606,311,1,4
11607,85,234,4
11608,334,1411,1
11609,94,170,5
11610,192,340,4
11611,56,433,4
11612,313,515,5
11613,72,127,5
11614,401,486,4
11615,255,259,3
11616,94,650,5
11617,396,291,4
11618,166,300,5
11619,398,69,5
11620,24,286,5
11621,335,260,3
11622,234,1050,3
11623,321,213,4
11624,385,767,1
11625,372,1083,3
11626,75,1001,1
11627,275,222,4
11628,72,177,4
11629,271,356,4
11630,188,717,4
11631,228,87,1
11632,217,840,1
11633,125,1000,3
11634,94,458,4
11635,326,141,3
11636,62,508,4
11637,373,204,5
11638,368,288,3
11639,313,67,1
11640,181,25,5
11641,357,118,5
11642,124,96,4
11643,276,203,4
11644,222,746,5
11645,36,269,3
11646,338,945,4
11647,323,300,2
11648,283,210,5
11649,8,56,5
11650,305,530,5
11651,140,258,3
11652,11,663,4
11653,255,833,4
11654,63,678,2
11655,194,44,4
11656,389,656,5
11657,91,322,4
11658,275,102,3
11659,352,173,1
11660,371,179,3
11661,330,72,5
11662,198,692,2
11663,365,7,2
11664,1,264,2
11665,64,1141,5
11666,87,63,4
11667,64,17,3
11668,179,303,1
11669,130,496,5
11670,269,276,5
11671,174,21,1
11672,303,118,2
11673,237,423,4
11674,249,108,3
11675,385,1353,4
11676,357,326,5
11677,299,482,4
11678,279,214,3
11679,217,281,2
11680,181,748,1
11681,319,302,4
11682,181,1009,1
11683,313,527,4
11684,248,11,5
11685,109,820,3
11686,269,525,4
11687,382,290,4
11688,378,1028,2
11689,210,185,4
11690,128,723,3
11691,363,472,1
11692,393,1048,3
11693,76,960,3
11694,102,510,4
11695,304,893,3
11696,360,194,3
11697,201,240,3
11698,254,951,4
11699,339,240,4
11700,234,73,2
11701,82,225,3
11702,383,464,4
11703,279,319,4
11704,89,845,2
11705,14,9,4
11706,286,1230,1
11707,181,260,1
11708,209,301,3
11709,330,47,5
11710,264,762,3
11711,267,578,3
11712,92,96,4
11713,303,574,1
11714,87,566,5
11715,393,88,3
11716,194,1058,2
11717,167,126,3
11718,90,1125,4
11719,69,150,5
11720,356,328,4
11721,92,393,3
11722,146,688,1
11723,363,1485,4
11724,269,1071,2
11725,119,199,5
